,character,line
51,KRAMER,"Mmm, delicious. This is delicious. Mmm. (Jerry's Apartment) George sits at the table examining the contents of his wallet. Jerry is still chewing and by his face, he's not enjoying it."
52,GEORGE,You know what? I think this Ruthie Cohen gave me the wrong change. Didn't I pay with a twenty? I'm sure I paid with a twenty. Elaine enters.
53,ELAINE,Hey.
54,GEORGE,Hey.
55,JERRY,I think I finally figured out what the flavor is in this gum. It's a little lo-mein-y (he spits it into the waste bin)
56,ELAINE,What kind is that?
57,JERRY,"It's Chinese gum, Lloyd Braun gave me."
58,ELAINE,Lloyd Braun? How's he doing?
59,GEORGE,"(almost gleeful) After Dinkins lost the election, he had a complete nervous breakdown. They had to lock him up."
60,ELAINE,"You know, that's around the same time I broke up with Lloyd. Y... you don't think that I had anything to do with his breakdown, do you?"
61,JERRY,"You know, I remember when we parted company, I was babbling incoherently for months."
62,ELAINE,"Yeah? Well, I got news for you."
63,GEORGE,"The whole time that I was growing up, all I ever heard from my mother was 'Why can't you be more like that Lloyd Braun?'"
64,JERRY,"And in the end Lloyd Braun became more like you. George snaps his fingers and points to Jerry, signaling his agreement. Then he picks up his jacket and heads for the door."
65,GEORGE,"Right, gotta get going."
66,JERRY,Aren't you coming with us to Spartacus?
67,GEORGE,"Nah, I gotta deliver some Christmas presents to my parents."
68,JERRY,I thought your parents were outta town?
69,GEORGE,"Why d'you think I'm going now? Queens) George has parked his car on the street, and gets out. An elderly guy is on the porch of his house and recognises George."
70,POP,Georgie!
71,GEORGE,"Hey, Mr Lazzari."
72,POP,"Back in the old neighborhood, ah?"
73,GEORGE,"Yeah, yeah. Just delivering some presents to my folks."
74,POP,"Oh, snazzy car. Le Baron?"
75,GEORGE,"Yeah, eighty-three. Used to belong to John Voight."
76,POP,"The actor, right?"
77,GEORGE,Something like that.
78,POP,Mind if I look under the hood?
79,GEORGE,"Oh, no no no no. Go ahead, Pop, you always knew your cars. A young woman has exited from the old guy's house, and approaches."
80,POP,"Oh, Deena! Deena, Deena, l... look who's here. Pop lifts the hood of the car, and leans into the engine compartment."
81,DEENA,"George Costanza, is that you?"
82,GEORGE,"Hey Deena, come on, give us a hug. (they hug) Oh my gosh, you look as pretty as you did back in high school."
83,DEENA,"Boy, those were some crazy times."
84,GEORGE,"Yeah, yeah. Speaking of crazy, did you hear about Lloyd Braun? Lobby) Kramer is leading Jerry and Elaine on a tour of the Alex. There are a few customers scattered about and a bored attendant behind the counter. Elaine has a big bucket of popcorn."
85,KRAMER,"The Alex was built in nineteen twenty-two, during the golden era of movie palaces. Minor restorations in nineteen forty-one, forty-seven, fifty-two, fifty-eight, sixty-three, and currently to our present period of time."
86,ELAINE,"Boy, you're really getting into this aren't you?"
87,KRAMER,"Yes, yes I am. The icing on the cake would be getting that landmark status from the City. We're hoping Lloyd Braun can pull a few strings."
88,JERRY,"Oh, can Lloyd really do that?"
89,KRAMER,"Lloyd Braun can do anything he puts his mind to. He's fine, Jerry. (to Elaine) And you should say hello to him, Elaine."
90,ELAINE,(concerned) What? Lloyd is here? Kramer indicates Lloyd approaching.
91,ELAINE,"What? No, no, I'd rather..."
92,LLOYD,Hi Elaine.
93,ELAINE,"(big fake smile) Lloyd, yes. Hello."
94,LLOYD,"Kramer tell you? We reserved some special seats, so we can all sit together."
95,ELAINE,"(reluctant) Oh, well... I, uh, actually Lloyd, Jerry and I have to sit in the front row, uhm, (desperately inventing) because uh, because, because he, he forgot his glasses. So uh, thanks for getting us... uhm, we'll see you afterwards. Elaine grabs Jerry by the arm and leads him toward the auditorium."
96,LLOYD,"That was odd. Am I crazy, or does Jerry not wear glasses?"
97,KRAMER,"(emphatic) You're not crazy. Jerry does wear glasses. He just forgot 'em, that's all. (puts an arm round Lloyd's shoulder) Not crazy. Auditorium) Jerry and Elaine sit in the front row of seats. Elaine is eating popcorn."
98,JERRY,We're all the way in the front row. Why couldn't we sit in the special seats?
99,ELAINE,"I'm sorry, but I didn't want Lloyd thinking I was leading him on again. Seeing him made me feel very uncomfortable. The lights go down, and music is heard as the show begins. Jerry and Elaine lean back in their seats to be able to see the screen"
100,JERRY,"Nah, you don't wanna be uncomfortable. Queens) Deena and George are still talking. Pop is under the hood of George's car. Bangs and clanks can be heard as he fiddles with the mechanics."
101,DEENA,Poor Lloyd.
102,GEORGE,I know. Completely bonkers!
103,DEENA,"Sorry I can't be so flip about this kind of thing. You know, after what happened to Pop."
104,GEORGE,Pop? What happened to Pop?
105,DEENA,I thought you heard. He had a nervous breakdown last year. That's why I'm taking care of him. Pop comes out momentarily.
106,POP,"Oh, I tell you, they don't build 'em like this any more. He goes back under the hood."
107,GEORGE,"(a little worried) He uh, he doesn't have the auto shop any more?"
108,DEENA,"Uhn, it was too much for him. Pop is thumping away at part of the engine with a spanner."
109,GEORGE,"(very worried) Uhm, I, I gotta go."
110,DEENA,What?
111,GEORGE,"I just remembered, I gotta be someplace. Yuh-hu-hur, that's enough. Pop. Pop, put down the wrench, Pop. Auditorium) Kramer and Lloyd sits side by side in the special seats, watching Spartacus. They're smiling happily. Jerry and Elaine lean uncomfortably back in their front-row seats. They're both eating popcorn. Elaine drops a piece onto her blouse, where it rests next to a fancy button. She retrieves the corn, and dislodges the button without noticing. The button falls to the floor where it rests among other detritus. (George's Car) George is driving along the road in his Le Baron. Over the usual engine noise can be heard a metallic rasping, grinding noise. George listens for a few moments, wondering where it's coming from. Then he looks concerned, then angry."
112,GEORGE,"Pop! POP!! Lobby) Kramer and Jerry stand in the lobby. Kramer smoking his pipe, Jerry massaging his neck. Lloyd wanders over to join them."
113,LLOYD,"'s a great movie, huh?"
114,KRAMER,Yeah.
115,LLOYD,Sorry you forgot those glasses.
116,JERRY,I don't know what I was thinking.
117,LLOYD,How'd you like that gum?
118,JERRY,(noncommittal) Errh.
119,KRAMER,"(slapping Jerry on the back) Ah, he loved it. Elaine enters. In the absence of the button she lost in the auditorium, her blouse is open to below her breasts, and everything's in the shop window. Not that she knows it."
120,ELAINE,"Hey Kramer, you know what? There, there isn't a light there, in the ladies' room."
121,KRAMER,"Yeah, yeah. It's being repaired. Elaine is suffering with her neck. She rolls her head back and feels the back of her neck with her hand."
122,ELAINE,Oh. Oh God.
123,LLOYD,"You alright? Elaine stretches her back and neck, at the same time pushing her upperworks into greater prominence."
124,ELAINE,"Ah, I sat too close to the screen. Oh. I just gotta stretch out in a hot bath. It was nice to see you again, Lloyd. Elaine leaves. Kramer and Lloyd both stare after her. (Street Outside Alex) Elaine walks down the sidewalk, her blouse still open. A florist is using a hose to wash down the sidewalk in front of his store. Elaine carefully steps by, picking her way past. The florist also stares at Elaine's exposure. A cop stands a little further down the street. Elaine approaches him."
125,ELAINE,"Officer. Officer, is there some reason this man has to always be using a hose? I mean, he's flooding the sidewalk. It's a waste of water. Couldn't he just use a broom? The cop stares at Elaine's breasts the whole time she's talking."
126,COP,"Lady, you sold me. (strides toward florist) Hey, you with the hose. Elaine looks confused about his attitude. She glances down, and notices her blouse wide open. She quickly pulls her coat closed, to hide her embarrassment, and hurries away. (Jerry's Apartment) Kramer is handing Jerry a pair of spectacles."
127,KRAMER,"Yeah, put these glasses on."
128,JERRY,"(taking them) Well, what's this for?"
129,KRAMER,"Yeah, well Lloyd, he's gonna be here any minute now."
130,JERRY,So what?
131,KRAMER,"Well, he thinks you wear those. Jerry looks at the glasses with some distaste."
132,KRAMER,They're from the lost and found at the Alex.
133,JERRY,"Aw, c'mon Kramer, this is ridiculous. I'm not gonna put these on."
134,KRAMER,"Oh. Okay. So he'll just think that the two of you didn't sit with him on purpose. Ooh yeah, that's very nice. Very nice. (Monk's) George leans on the counter by the cash register, behind which sits Ruthie Cohen."
135,GEORGE,"'scuse me. I uh, I was in here this morning and uh, I believe I paid you with a twenty dollar bill, (smiles) but you only gave me change for a ten."
136,CASHIER,I don't think so.
137,GEORGE,"Oh, I think so, and I can prove it. You see, I was doodling on the bill and uh, so if you have a twenty in there with big lips on it... well, (smiles) that's mine. Would you mind opening up the register?"
138,CASHIER,Not unless you buy something.
139,GEORGE,"Fine, I'll buy a pack of gum. Lloyd approaches the register to pay for something. The cashier rings up George's purchase."
140,LLOYD,Hey George. Thought you didn't chew gum?
141,GEORGE,I don't. Ruthie opens the drawer on the register.
142,CASHIER,"Take a look. George goes round to the other side of the register and picks up all the twenty-dollar bills. He shuffles through them, examining them for doodles."
143,GEORGE,I know I gave it to you.
144,LLOYD,"George, would you mind. I'm kind of in a hurry. In addition to Lloyd, another customer is waiting to pay."
145,GEORGE,"(frustrated) Fine. Fine. (to customer) Excuse me. (heading for the door) Think I'm gonna forget about this? I haven't forgotten about this. I don't forget that easily! (Jerry's Apartment) Jerry is reading a newspaper, and holding it in such a way as to conceal his face."
146,KRAMER,"Hey, Jerry, look who's here. Jerry folds over the top half of the paper, in order to see his visitor. He also reveals to all that he is wearing the spectacles Kramer gave him earlier."
147,JERRY,"Ah, Lloyd."
148,LLOYD,Hi Jerry. Got some more of that gum. He proffers the packet to Jerry.
149,JERRY,"(unenthusiastic) Oh, the gum."
150,KRAMER,"Yeah, let's all enjoy a chew, huh?"
151,JERRY,"(still not happy) Uh, alright. (he takes a piece)"
152,KRAMER,"Oh, boy. Kramer and Lloyd sit on the couch. All of them start chewing on the gum."
153,KRAMER,"Now see, this is what the holidays are all about. Three buddies, sitting around, chewing gum, huh? Mmm, mmm, yeah. So uh, you know, Lloyd, he thinks he can get more of this. Jerry makes a show of removing his glasses and cleaning them."
154,JERRY,"Well, Lloyd's a very industrious fellow. I'm sure he can accomplish anything he sets his mind to. Jerry puts his glasses back on."
155,LLOYD,"Actually, the importer's right in Chinatown. I'll introduce you to him, you can get it whenever you want."
156,JERRY,'s not necessary.
157,KRAMER,"Hey, Jerry, you know, Lloyd wants to do you a favour."
158,JERRY,"I know that, Kramer."
159,LLOYD,"Well, if you don't want to..."
160,KRAMER,"No, sure sure, he wants to. It's very kind of you. Yeah, Jerry, he appreciates it. Don't you, Jerry?"
161,JERRY,"Yes I do, Kramer."
162,LLOYD,So...
163,KRAMER,Yeah?
164,LLOYD,"How about that Elaine today, huh?"
165,KRAMER,"Oh, baby, what was that all about, huh?"
166,LLOYD,(to Jerry) She was practically undressing in front of me at the theatre.
167,JERRY,I didn't see anything.
168,KRAMER,"Yeah, you uh, really missed a show, buddy. Wooh, ba-boom, ba-boom-ba-ba-ba-boom-ba. They continue to chew on the gum. Lloyd seemingly happily, Jerry clearly not liking it, and Kramer not liking it, but unwilling to show it to Lloyd. (Park) George and Deena sit on a bench."
169,DEENA,You're probably wondering why I wanted to see you again. George clearly thinks he's clicked.
170,GEORGE,"Well, you know. (grins, snorts) It's understandable. He pats Deena on the knee."
171,DEENA,"I'm glad you feel that way. Because since my father's breakdown I uh, become very sensitive to the warning signs."
172,GEORGE,Warning signs?
173,DEENA,"Nervousness, irritability, paranoia."
174,GEORGE,"(disbelief) What? (laugh) Wh... what're you talking about? I'm not the one with the problem. (defensive) Lloyd Braun was in the nuthouse, not me."
175,DEENA,"Yet again, taking pleasure in the misfortunes of others."
176,GEORGE,All my friends do that.
177,DEENA,"George, I'm only trying to help... George is staring past Deena at something a short distance away."
178,DEENA,"I'm... I'm concerned. George? George, are you listening to me?"
179,GEORGE,You see that woman on the horse? (points) Ruthie Cohen is passing by on horseback.
180,GEORGE,"She stole twenty dollars from me. (getting angry) Yeah, I might've gotten it back, but Lloyd Braun interfered!"
181,DEENA,So again it all comes back to Lloyd.
182,GEORGE,"(rising to his feet) Hey! Hey, you! (setting off after her) Come back here!! Don't gallop away!! George runs away, yelling after the retreating Ruthie Cohen. (Monk's) Jerry and George sit in a booth. There's a different cashier on duty."
183,JERRY,So you say she was on a horse?
184,GEORGE,"I'm telling you, that cashier is riding horses on my money."
185,JERRY,"Well, here's what I propose. Go down to the stables, snoop around. See if any high-flying cashier's been throwing twenty dollar bills around with big lips. Elaine enters."
186,ELAINE,Hey.
187,JERRY,"Well, if it isn't Chesty La Rue."
188,ELAINE,(sits beside Jerry) What?
189,JERRY,"I was chewing gum with Lloyd Braun, and he was bragging about the peepshow you gave him at the Alex."
190,ELAINE,"(laughing it away) Oh God. I lost a button, so my blouse was wide open. I musta left it at the theatre."
191,JERRY,Maybe it's in the lost and found.
192,ELAINE,"Yeah, I know. I have to go check it out. It's a beautiful button too, you know. It's antique ivory. It was my mother's."
193,JERRY,"You know, the way you were wolfing down that popcorn, maybe you ate it. Lobby) Kramer greets a small elderly gent."
194,KRAMER,"Mr Har-harwood. Well, what an unexpected surprise to have you back at the Alex Theatre."
195,HAARWOOD,"Well I, I'm in a bit of a quandary. I've misplaced my spectacles."
196,KRAMER,"Well, let's look in lost and found, shall we? Kramer ducks behind the counter to retrieve the lost and found box."
197,HAARWOOD,"They're half-glasses. Kramer pops his head up, a thought having occurred."
198,KRAMER,Brown?
199,HAARWOOD,"Mmm, yes, yes. Kramer places the cardboard box marked 'Lost and Found' on the counter."
200,KRAMER,"Uh, yeah. Ah, well if they're not in the box, I'm sure they'll turn up soon. Listen, could you keep an eye on the place? I wanna go out and get some paraffin wax, and bring out the lustre of this vintage countertop."
201,HAARWOOD,"Certainly. Kramer leaves. Haarwood begins to rummage through the contents of the box. After a few seconds, he finds something. He lifts it out for a closer look. It's the button Elaine dropped earlier."
202,HAARWOOD,"Oh my goodness. What a spanking button. Street Outside Alex) George starts his car. It's still making unhealthy noises. As he sits with the engine running, a car pulls up in the street behind him. The driver sounds the horn at George as he sits in his parking spot."
203,GEORGE,(glances in mirror) Alright. Alright. The horn sounds again.
204,GEORGE,"(getting annoyed) Hang on, it's warming up! The horn sounds several more times, impatiently. George has had enough. He climbs out of his car."
205,GEORGE,(angrily) Oh you mother... George stalks round his car and up to the driver's window of the car sounding its horn.
206,GEORGE,"Hey! What is your problem? The driver rolls down the window, and we see Ruthie Cohen."
207,GEORGE,"Oh, hello, it's you! (angry) Listen lady, I got six minutes left on that meter, and I'm not budging til you admit you stole my twenty dollars. (smug) Huh-hu-hur, you're not so tough when you're not on your horse, are you Ruthie?"
208,CASHIER,Your car's on fire. The reflection of leaping flames can be seen in Ruthie's window. George dashes off back to his car.
209,GEORGE,Aah! Fire!
210,CASHIER,(after George) Merry Christmas! Flames are coming from under the hood of the Le Baron.
211,GEORGE,(shouting) Fire!! The florist is standing holding a broom. George rushes to him.
212,GEORGE,Your hose! Where's your hose?!
213,FLORIST,"Cop made me disconnect it. George grabs the broom from the florist, and begins beating at the flames with no effect. After a few seconds, the broom is alight. (Street Outside Alex) The whole front of George's car is burnt out. The plastic body parts have melted away. The hood is wide open, showing the devastation within. George stands, holding the charred remnants of the broom. He's staring catatonically at the damage. Kramer walks up and does a double-take at the sight."
214,KRAMER,"Jeez! What happened to your car, buddy?"
215,GEORGE,The Jon Voight car is no more.
216,KRAMER,"Wow. Well, don't you sweat it. You can use my car any time you want to."
217,GEORGE,No kidding?
218,KRAMER,No kidding.
219,GEORGE,"Hey, thanks. I owe you a big one."
220,KRAMER,"Yeah, merry Christmas. Kramer walks on."
221,GEORGE,(staring at the wreck) Whatever. Lobby) Jerry is waiting. He's wearing the glasses from earlier.
222,JERRY,"Alright, I'm here. Where's Braun?"
223,KRAMER,"What, he's not here yet?"
224,JERRY,"Look, I'll go downtown to Chinatown with him, but that is it!"
225,KRAMER,"Listen, I'm gonna need those glasses. Kramer reaches across and plucks the glasses from Jerry's face."
226,JERRY,Why?
227,KRAMER,"They're Geoffrey Haarwood's. Kramer rummages in lost and found, and brings out another pair of spectacles."
228,KRAMER,"(proffering) Here, try this pair. Jerry puts them on. The lenses are much stronger than the first pair - they're like bottle-bottoms. He stares through them, his eyes magnified hugely. It's obvious he can't see at all clearly."
229,JERRY,"Aw, these are really strong glasses. He takes a step and almost trips over the counter."
230,LLOYD,Hey gum-buddy. Nice frames. You ready to go?
231,JERRY,"(lacking enthusiasm) Yeah, yeah."
232,KRAMER,"(clapping Jerry on the back) Oh yeah, he's all ready to go."
233,LLOYD,Anybody see Elaine today?
234,KRAMER,"Oh yeah, she called a little earlier. She's coming over to check out lost and found."
235,LLOYD,"Maybe I'll stick around and see what she's wearing today. Or not wearing, if you know what I mean. They chuckle."
236,JERRY,Absolutely. Let's just stick around.
237,LLOYD,"Ah, tell you what, they're expecting us though. Lemme just grab a hotdog here."
238,KRAMER,"Uh, yeah. Lloyd goes to the counter, and speaks to the attendant."
239,LLOYD,"I'd like a hotdog, please. The attendant looks to the machine, which contains one hotdog. The appearance of the article is not pleasant. It's wrinkled, shriveled, and generally disgusting."
240,ATTENDANT,"Are you outta your mind? Hearing this, Kramer dashes over."
241,KRAMER,Wh...wh...wh... what's the problem here?
242,ATTENDANT,This hotdog's been here since the silent era. You'd have to be insane to eat it.
243,KRAMER,"No, no, no, no, no. This man is not insane. Now there's nothing wrong with it or you."
244,LLOYD,"Kramer, maybe..."
245,KRAMER,"No, no, no, no. I'll show you. (slams a bill down on the counter) One hotdog please."
246,ATTENDANT,(on your head be it) Okay.
247,KRAMER,"Mmm, doesn't that smell good, huh? The attendant hands over the hotdog."
248,KRAMER,"Yeah, here we go, yeah. (he takes a big bite) Mmm, oh. That's delicious. Mmm. It's a perfectly sane food to eat. (he takes another bite) As he chews, it begins to be apparent that all is not as it should be with the hotdog."
249,KRAMER,"Uhm, interesting texture. It's chewy. (he half-coughs, half-retches) I gotta get, some air. Kramer stumbles toward the exit, bits of half-chewed hotdog falling from his mouth. (Street Outside Alex) Kramer walks stiffly along the sidewalk. He's breathing heavily, and loosening his collar. He walks by the florist, who is brushing the sidewalk again. As Kramer passes George's car, his struggle with the rancid hotdog ends with the hotdog triumphant, and he leans into the gutter behind the Le Baron and vomits copiously. The florist looks rueful, leans his broom against his door, and fetches his hose, whilst Kramer continues his refunding. Later) The florist is hosing away the traces of Kramer's visit. Elaine walks up to him."
250,ELAINE,"Excuse me. 'scuse me, weren't you told to stop using that hose?"
251,FLORIST,How would you happen to know that?
252,ELAINE,"Well, uhm... I..."
253,FLORIST,"(accusing) You're that lady that was talking to the cops, aren't you?"
254,ELAINE,Uh... I... A voice calls from across the street.
255,VOICE,"Hey, Joe! The florist turns to see who's shouting. As he does, he raises the nozzle of his hose, so instead of hosing the sidewalk, he sprays Elaine."
256,ELAINE,"No, wait! You're soaking me, you're soaking me! The florist notices what he's done and turns off the hose. Lobby) Jerry sits beside Kramer, who still looks unwell. Lloyd stands comforting Kramer. Elaine enters. She has removed her jacket, and is wearing a wringing wet t-shirt."
257,ELAINE,Hey. Hey everybody.
258,LLOYD,"Whoah, Elaine! Once again, you've managed to top yourself. C'mon Jerry, let's go. Car's out front. Lloyd leaves. Jerry stands and peers about himself through the over-strength glasses. All he can make out are vague blurred shapes."
259,JERRY,"Lloyd? He moves across the lobby, slowly, holding his hands out to feel for obstacles."
260,JERRY,Lloyd? Jerry leaves.
261,ELAINE,(exasperated) What is Lloyd's problem?
262,KRAMER,"Look, honey, I know you're trying to get Lloyd to notice you, but this is too much. Parading around in a wet T-shirt."
263,ELAINE,"Uhh, I got sprayed with a hose."
264,KRAMER,"Yeah, well, I'm sorry, but the Alex is a family theatre, not one of your swing joints. Elaine casts her eyes heavenward. (Street Outside Alex) The remains of George's car are being towed away. On the opposite side of the road, watching, are Deena and George."
265,DEENA,"So, you want my father to pay for this?"
266,GEORGE,You saw him. He was fiddling with the engine. God knows what he did there.
267,DEENA,And I suppose Lloyd Braun had something to do with it too.
268,GEORGE,"No, not Lloyd Braun. But the cashier."
269,DEENA,What cashier?
270,GEORGE,You remember the woman on the horse? She wanted my spot.
271,DEENA,To park her horse?
272,GEORGE,"No, she wasn't on the horse."
273,DEENA,"So, your car caught fire because of my father and the woman on the horse?"
274,GEORGE,"That's right. Across the street, the florist is outside his store, arranging flowers."
275,GEORGE,(points) And him!
276,DEENA,The man with the flowers?
277,GEORGE,"Yeah, yeah, the flower guy. Listen, I know this all sounds a little crazy, but... A car pulls up beside George and Deena. George looks in the window."
278,GEORGE,"I can't believe it. Look, that's Jerry Seinfeld."
279,DEENA,Who?
280,GEORGE,"Jerry Seinfeld. My best friend. He can explain all of this. (calls to Jerry) Jerry. Jerry hears his name called and turns his head, but all he can see are blurry colored shapes."
281,GEORGE,"Jerry! Over here Jerry. It's me! The car pulls away, leaving George calling after it."
282,GEORGE,"Jerry, where y'going? It's... what're..."
283,DEENA,(doubtful) That was your best friend?
284,GEORGE,"Yeah, yeah, but he doesn't wear glasses."
285,DEENA,That man was wearing glasses.
286,GEORGE,I know. Don't you see. (emphatic) He was doing it to fool Lloyd Braun! (Lloyd Braun's Car) Jerry and Lloyd have reached Chinatown. Lloyd parks the car.
287,LLOYD,I'll run in and get the gum.
288,JERRY,Alright.
289,LLOYD,"Got any money? Jerry digs his wallet out of his pocket. He opens it and extracts a bill. He peers at it, trying to work out what denomination it is, but the glasses are still too strong."
290,JERRY,"(handing it over) Here. Lloyd takes the bill, looks at it, smiles a little with surprise."
291,LLOYD,(climbing out of the car) I'll be back. (Street) George and Deena walk along together.
292,GEORGE,"Look, Deena, I know you think I'm crazy, but I'm not. This is just a series of bad coincidences."
293,DEENA,"I don't know, George. I don't know what to believe."
294,GEORGE,"Believe me, I am not crazy."
295,DEENA,"Well, I guess it's possible. (Lloyd Braun's Car) Jerry sits waiting. Lloyd gets in. He has a stack of six boxes, which he hands to Jerry."
296,LLOYD,Here y'go.
297,JERRY,(indistinct) Got all this?
298,LLOYD,Yeah. A hundred dollar's worth.
299,JERRY,(incredulous) I gave you a hundred dollars?!
300,LLOYD,"You sure did. Am I crazy, or is that a lotta gum?"
301,JERRY,It's a lotta gum! (The Institute) The room is festooned with props and costumes from old movies.
302,KRAMER,Mr Hararwood. Found your glasses.
303,HAARWOOD,"Oh, splendid. Welcome to the Institute for the Preservation of Motion Picture Costumes and Wardrobe."
304,KRAMER,"Ah, the I.P.M.P.C.W."
305,HAARWOOD,"Well eh, we prefer to call it the Institute. Kramer notices a particular costume."
306,KRAMER,Is that from Henry the Eighth?
307,HAARWOOD,"Yes, yes, it is."
308,KRAMER,"Well, you know, we're screening that tonight at the Alex. Do you think that I could wear that to promote the theatre?"
309,HAARWOOD,"Well, I... I'd love to lend it to you, but I doubt if it would fit a man of your impressive, Raymond Massey-like, physique. The only person who could really fit into this costume, would have to be a short, stocky, man of somewhat generous proportions."
310,KRAMER,"(an idea occurs) You don't say. (Street) Kramer and George walk together. George is wearing the Henry VIII costume - doublet and hose, cloak, crown, etc."
311,KRAMER,"You're really helping me out with this, buddy. Kids are gonna be so thrilled."
312,GEORGE,"Yeah, yeah. You really cashed in on that favor pretty quick."
313,KRAMER,"Remember, you're a king, you must project a Royal bearing."
314,GEORGE,"(angry undertone) Oh, I'm gonna give you a Royal bearing. Wait a minute, wait a minute. Lemme get a pack of gum here. He gets his wallet from under the cape, and goes to the window of a kiosk."
315,GEORGE,"(handing over a bill) Can I get a pack of gum, please?"
316,GUY,"I beg your pardon, your majesty, but we don't accept bills with lipstick on the president."
317,GEORGE,"What? Huh, so I had it all along. How d'you like that? (snorts) I guess I owe that cashier an apology. Deena is walking toward George and Kramer. She sees George in his costume and jumps to the obvious conclusion."
318,DEENA,Oh my God!
319,GEORGE,"No, no. Deena, it's not what you think. Deena turns and begins to walk away."
320,GEORGE,"Th... this isn't mine. George begins to walk after Deena, who accelerates to a trot."
321,GEORGE,"I got it from the Institute. The Institute. Deena breaks into a run, with George chasing her."
322,GEORGE,"(shouting) Dee... Deena! Lobby) Kramer stands behind the counter, upon which Elaine leans. Mr Haarwood enters."
323,KRAMER,"Ahh, Mr Haarwood. Well, you certainly know how to dress for a premiere."
324,HAARWOOD,"Well, thank you. Uh, where is your friend King Henry?"
325,KRAMER,"Oh, he ran away. Lloyd enters."
326,LLOYD,Hey Kramer.
327,KRAMER,"I need to talk to you. Lloyd and Kramer go away to the side of the lobby, where they go into a quiet conversation. Elaine is peering over at Mr Haarwood, and in particular at the button he's wearing on his cravat."
328,ELAINE,"You know, that button looks very familiar."
329,HAARWOOD,"Yes, it, it, it's antique ivory."
330,ELAINE,"I, I think that's my button. (wanders over to Haarwood) You know, I've been looking all over for it. Did, did you find it here?"
331,HAARWOOD,"Yes, it was in the lost and found."
332,ELAINE,Shall I undo it?
333,HAARWOOD,"Oh yes, of course you can."
334,ELAINE,"Oh, thank you. Elaine moves very close to Mr Haarwood, and reaches under his chin to remove the button."
335,HAARWOOD,I'm a little ticklish.
336,ELAINE,"Oh. (giggly) Tickle, tickle. Kramer and Lloyd are both staring over at the sight of Elaine tickling Mr Haarwood under the chin, giggling, apparently flirting."
337,LLOYD,We've really gotta get the Elaine a boyfriend.
0,ELAINE,"(thinking) I can't believe I'm going out with this guy. Wow! He's so cool. Maybe he'll write a song about me. That would be amazing. Oh, Elaine, you are so beautiful. So, so beautiful. Not so mention your personality which is so, so, interesting. If you want, you can quit your job and never work again. (club applauds)"
1,ELAINE,"Jerry, you have got to come see him. He is so terrific."
2,JERRY,Maybe he'll write a song about you.
3,ELAINE,Yeah. Right. (laughing) Like that really matters.
4,JERRY,So I take it he's spongeworthy?
5,ELAINE,"Oh, yeah."
6,JERRY,"Well, he's a musician. I guess they're supposed to be very, you know, uninhibited and free."
7,ELAINE,"Well, actually, he's - he's not that way at all."
8,JERRY,"Oh, no?"
9,ELAINE,"Yeah. In fact, he....(moaning)"
10,JERRY,Come on. Come on.
11,ELAINE,I don't wanna!
12,JERRY,"Elaine, you're among friends."
13,ELAINE,"(sighs) Well, actually, he, um, doesn't really like to do... everything."
14,JERRY,Oh.
15,ELAINE,Yeah. It's surprising.
16,JERRY,"Yes, it is. It is surprising. Does that bother you?"
17,ELAINE,"No. No, it doesn't bother me. I mean, it would be nice. I'm not gonna lie to you and say it wouldn't be nice."
18,JERRY,Sure. Why not? You're there.
19,ELAINE,Exactly.
20,JERRY,"But you said he was just coming out of a very serious relationship. Maybe he's, you know, still....kind of...he...not gonna happen."
21,KRAMER,"Hey, Jerry! Listen, I need you to come downstairs, help me get my stuff outta the car."
22,JERRY,What stuff?
23,KRAMER,"I just came from the price club. I'm loaded up, baby."
24,JERRY,"All right. What are you, outta your mind? Look at this. What did you buy here? You will never be able to finish all this stuff."
25,KRAMER,Course I will. These are staples.
26,JERRY,A four-pound can of black olives? That's a staple?
27,KRAMER,"Lindsay olives, Jerry."
28,JERRY,A forty-eight pack of Eggo waffles? A gallon of barbecue sauce? Ten pounds of cocktail meatballs?
29,KRAMER,$17.50. You can't beat that.
30,JERRY,Look...look at this can of tuna!
31,KRAMER,"Yeah. Star Kist, Jerry. Most tuna don't make their cut."
32,JERRY,This isn't for a person. This is for Biosphere 3.
33,KRAMER,"Hey, Clyde!"
34,CLYDE,"Hey, Kramer! What's happening, dude?"
35,KRAMER,"Yeah. Ahh. Hey, this is Jerry here."
36,CLYDE,How ya doin'?
37,JERRY,Hi.
38,KRAMER,"You know, Clyde, he plays backup with John Germaine."
39,JERRY,John Germaine? That is amazing. I was just talking about him upstairs with Elaine.
40,CLYDE,Oh yeah?
41,JERRY,"Oh, yeah. My friend Elaine and him are goin' out. They're pretty hot and heavy."
42,CLYDE,Is that right?
43,KRAMER,"Hey, how 'bout giving me a hand? You know, bring some of this stuff upstairs."
44,CLYDE,"Oh, sorry Kramer, I got to watch the hands. My hands are my life."
45,ESTELLE,"Georgie, can you zip me up?"
46,GEORGE,"Yeah. Yeah, one second."
47,ESTELLE,"Well, come on!"
48,GEORGE,All right. All right. Let's not get into panic mode! Let's not make a big deal outta this thing or we're never gonna get through this night.
49,ESTELLE,"Well, I'm meeting your in-laws, I think I should look nice."
50,GEORGE,"My in-laws. Oh, my...."
51,FRANK,"So, what do you think? Your old man can look pretty good when he wants to, huh?"
52,ESTELLE,I don't like that tie.
53,FRANK,What's the matter with this tie? I've hardly worn it.
