,character,line
79,GEORGE,Ya. (George tries to open the door hand slips then he exits; Jerry makes sure the door is closed)
80,JERRY,So what plans do you have?
81,MORTY,None
82,JERRY,So how come you're not going over there for dinner?
83,HELEN,Jerry we don't care much for the Costanzas'.
84,MORTY,We can't stand them.
85,JERRY,Really? Since when?
86,HELEN,Since always. We've never liked them.
87,JERRY,Why?
88,HELEN,"Well they're so loud, they're always fighting it's uncomfortable, you never notice?"
89,JERRY,No I notice but they're from your age group I didn't know you could detect abnormal behavior among your own kind.
90,MORTY,Well we do. (Buzzer; Jerry goes over to answer it)
91,JERRY,Ya? (Elaine and Aaron are heard laughing on the Intercom)
92,ELAINE,It's us.
93,JERRY,U-oh come on up. (buzzes them up) It's Elaine you don't have a problem with her do you?
94,HELEN,We adore Elaine.
95,JERRY,"She wants to say hi, she's with her new boyfriend."
96,HELEN,What's he like?
97,JERRY,"He's nice, bit of a close talker."
98,HELEN,A what?
99,JERRY,"You'll see. (pause) Boy, I had no idea you felt this way about the Costanzas'"
100,HELEN,They're exhausting it's like being in an Asylum. (Elaine and Aaron enter)
101,EVERYONE,Hi.
102,MORTY,Hello Elaine (Morty and Helen give Elaine a hug)
103,ELAINE,This is Aaron.
104,HELEN,Hello Aaron
105,MORTY,Hello.
106,AARON,(getting up in Helen's face) So how long you folks in town?
107,HELEN,"Oh, three more days, three more days then we're off to Paris."
108,AARON,Ah
109,MORTY,We're going with a select charter group.
110,AARON,"I love France, (moving over to Morty's face) I was just there last year. In fact, you know I still have an envelope full of French Franks, I'll give 'em to ya."
111,HELEN,We can't take money.
112,AARON,"Oh, no, it's a gift. (looking toward Elaine) from us."
113,ELAINE,"Oh, that is soo nice (very elaborate nice) Aaron. Isn't he nice? (to Helen) So listen has Jerry been showin' you a good time?"
114,JERRY,No I haven't.
115,AARON,You know (to Morty) I have a friend who works at the Metropolitan Museum of Art. How would you like a behind the scenes tour?
116,HELEN,"(grabbing Aaron) Really, you could do that?"
117,AARON,(up in Helen's face) Easily
118,HELEN,I wouldn't be any trouble?
119,AARON,(gets closer) Of course not.
120,HELEN,When would we go?
121,AARON,How about right now?
122,MORTY,I'm ready
123,HELEN,Are you sure?
124,AARON,Yes.
125,HELEN,"Ok, let me get my coat. (Helen goes to get her coat)"
126,AARON,(walking over to Elaine and getting into her face) Elaine what do you say?
127,ELAINE,"W-well I don't think so Aaron, uh, I have plans."
128,AARON,Oh. (getting into Jerry's face) How about you Jerry?
129,JERRY,I'm swamped.
130,AARON,You sure? You could examine the art work up close.
131,JERRY,Maybe I'll try and catch up with you.
132,ELAINE,(under her breath) Ya that'll happen)
133,AARON,"(Moving toward the door) Alright. We're off. (Aaron, Helen and Morty heading out the door)"
134,MORTY,"Ok, bye."
135,HELEN & AARON,Bye.
136,JERRY,Ok buh bye. Have a good time.
137,ELAINE,Bye.
138,AARON,See everybody later (Morty and Helen leave; Aaron closes the door blowing Elaine a kiss)
139,JERRY,Ok.
140,ELAINE,Why would he ask your parents to go to a museum?
141,JERRY,I don't know.
142,ELAINE,What is that?
143,JERRY,Maybe he was just trying to be nice.
144,ELAINE,Have you ever heard of anyone doing anything like this?
145,JERRY,"Wait a second, he just did me a big favor. (Jerry walks over to the couch sits down and picks up the phone)"
146,ELAINE,What?
147,JERRY,(dialing) He got em out of the house.
148,ELAINE,What?
149,JERRY,Call Rachel.
150,ELAINE,Oh.
151,JERRY,"(on the phone) ah no, I got the machine. Rachel! Are you there?! I got the place to myself for a few hours! Rachel! Where are you? Rachel! (hangs up the phone very disappointed)"
152,ELAINE,"(putting on lipstick) Sorry pal, wish I could help you out. (Elaine kisses at Jerry; Jerry looks at her in disgust) (Costanza House)"
153,FRANK,They're not coming?
154,GEORGE,"No, they had plans."
155,ESTELLE,How could they have plans?
156,GEORGE,That's what I wanna know.
157,FRANK,"Well what difference does it make? They wouldn't lie to us, they're are dear friends."
158,ESTELLE,What am I supposed to do with all this Paella?
159,GEORGE,"They said tomorrow, maybe."
160,FRANK,Maybe?
161,ESTELLE,Maybe they don't like us.
162,FRANK,Why wouldn't they like us? (tastes the Paella; disgusted) Again with the pepper? What do you gotta use all the pepper for?
163,ESTELLE,Ah keep quiet.
164,FRANK,What are you trying to set my mouth on fire?
165,GEORGE,"I don't know what the reason could be. (Jerry's Apartment) (Morty, Helen and Aaron enter)"
166,JERRY,"(disappointed) Oh, Hi, hi."
167,AARON,Ah Jerry you would not believe the time we had.
168,HELEN,Aaron is quite the tour guide.
169,MORTY,Jerry have you ever seen any of those impressionist paintings?
170,JERRY,Oh sure like Monet.
171,MORTY,Don't you think he had to be uh near sighted? I mean nobody would paint like that if they could see. It's all out of focus.
172,JERRY,"Well he's from the impressionist school, you know like Monet, Manet, Tippi Tippi Dayday."
173,MORTY,I say the guy was painting without his glasses. (phone rings)
174,JERRY,"(answering phone) Hello? Rachel, ya uh no they're back."
175,HELEN,Jerry if you have something to do we could just sit right here and read.
176,JERRY,"Uh haha ya well uh I'm sorry too I'll call you later, ok bye (hangs phone up)"
177,AARON,Well I should be going.
178,HELEN,Oh thanks again.
179,AARON & HELEN,Buh bye. (Kramer enters)
180,AARON,Oh you must be Kramer (advances on Kramer to close to his face Kramer walks back into the fridge to avoid him and falls to the ground) I've heard about you.
181,KRAMER,"You must be Aaron, I've heard about you."
182,AARON,(Laughing) Well see you later.
183,KRAMER,Yeah.
184,AARON,(leaving) Bye
185,JERRY,Bye
186,KRAMER,So uh what are you guys doing for dinner?
187,HELEN,We have no plans.
188,MORTY,"(noticing Kramer's coat) Look at that, Helen do you see what he's wearing? That's the Executive."
189,KRAMER,Now what is Executive?
190,JERRY,The belt-less trench coat. My father invented it.
191,MORTY,"I sure did. Raincoats were my business. The Executive was a classic, these haven't been made in twenty years."
192,HELEN,Why would they? Nobody bought them then.
193,MORTY,He's wearing one.
194,KRAMER,Yea these are a hot item over at Rudy's.
195,MORTY,You don't say? You know I have boxes of those sitting in my garage in Florida?
196,KRAMER,Get 'em up here. You give me twenty-five percent I-I'll take care of everything.
197,MORTY,You gotta deal. (Kramer and Morty shake hands)
198,KRAMER,Yaaaa.
199,JERRY,This is like the meeting of Smith and Wesson.
200,MORTY,"I'll call Jack Klompus, he's got a key to the garage. He can send them overnight delivery."
201,HELEN,You're gonna first start shipping boxes? We're leaving for Paris in three days.
202,MORTY,He'll send them express.
203,HELEN,You're crazy.
204,MORTY,"I'll tell you how crazy I am, I'm gonna pay for this whole trip with these coats."
205,JERRY,N-na I'm paying for the trip.
206,MORTY,So much the better. (Monk's) (George and Alec are sitting at the booth closest to the door)
207,GEORGE,Anyway it's kind of a fluke thing but uh I'll be leaving for Paris in two days. I will send you a postcard when I get there.
208,ALEC,Paris huh?
209,GEORGE,"Yea, ya..ya know I feel terrible about Joey but it's jus..it's a great business opportunity. I-I don't even know how long I'm gonna be away for."
210,ALEC,Where will you stay?
211,GEORGE,"An apartment complex, the uh the Eiffel Towers. uumm Like I said uh you'll be getting a postcard uh in a few days and again I'm sorry."
212,ALEC,"George, you have no idea how fantastic this is."
213,GEORGE,Fantastic?
214,ALEC,"Ya, we've been trying to reunite Joey with his father who lives in Paris. But he's afraid to fly alone, you know he's kinda withdrawn, but he seems to take to you. (George smiling in surprise) So it's a perfect solution."
215,GEORGE,How gee what a coincidence.
216,ALEC,And you'll send me a postcard. (Elaine's Apartment) (Elaine and Aaron lying in bed)
217,AARON,Helen really seemed to respond to Renoir. I think she really connected to the way he painted children.
218,ELAINE,Mm hmm.
219,AARON,"And that Morty, I'll tell ya that guy is full of life. (laughs) He was convinced Monet was near sighted. I kept telling him"
220,ELAINE,Aaron
221,AARON,Yes?
222,ELAINE,"Uh, let me ask you a question. How come you asked Mr. and Mrs. Seinfeld to go to the museum with you?"
223,AARON,"Well, they were in from out of town, I thought they would enjoy it."
224,ELAINE,"Uhuh, um you didn't feel uncomfortable spending the whole day at the museum with two complete strangers who were more than twice your age?"
225,AARON,"No, it was fun."
226,ELAINE,You had fun with Mr. and Mrs. Seinfeld.
227,AARON,"Yea, they bought me a coke. (Jerry's Apartment) (Morty and Jerry are sitting at his table; Kramer is standing next to Morty; Helen is getting the fold out sofa ready to sleep)"
228,KRAMER,So how'd you come up with the idea for the belt-less trench coat?
229,MORTY,"I came home one night, and I tripped over one of Jerry's toys. (Jerry smiling points to himself and nods with cards in his hands) So I took out my belt just to threaten him, and I got a glimpse of myself in the mirror."
230,KRAMER,How serendipitous.
231,MORTY,So that night I cut off the loops and the Executive was born.
232,KRAMER,Mmm
233,JERRY,He also came up with an idea for a brimless rain-hat but that never materialized. (to Morty) Alright come on let's play.
234,KRAMER,Did you call Jack Klompus yet?
235,MORTY,I haven't been able to reach him. Hey I'll call him right now.
236,JERRY,Ah come on.
237,MORTY,Just a second. (Goes to grab the phone)
238,HELEN,Jerry have you seen Schindler's List?
239,JERRY,No I haven't seen it yet.
240,HELEN,Oh you have to go you have to
241,JERRY,I'm going
242,HELEN,You have to
243,JERRY,Ok
244,MORTY,(on the phone) Hello Jack. (Jack in Florida)
245,JACK,Ya
246,MORTY,It's Morty
247,JACK,Who died?
248,MORTY,Nobody died. Jack I want you to do me a big favor. (Jerry holding up some cards looking at his father) In my garage there are a couple of boxes.
249,JACK,What boxes?
250,MORTY,I'm gonna explain what boxes.
251,JACK,Alright how the hell do I know?
252,MORTY,"Anyway there are these three big boxes, you can't miss them. I want you to ship them here to New York for me."
253,JACK,I thought you're going to Paris
254,MORTY,I'm still going to Paris. I got a big deal cooking here.
255,JACK,What's in the boxes?
256,MORTY,Raincoats.
257,JACK,Raincoats? (Doris sighs) You think you're gonna sell those old crappy raincoats? That's garbage.
258,HELEN,I guarantee you Doris is not letting him mail those boxes.
259,JACK,When do you want these?
260,MORTY,"Send them tomorrow. (Costanza House) (George, Estelle and Frank are sitting at the table for breakfast all still in what they slept in)"
261,ESTELLE,You think they're coming tonight?
262,GEORGE,I dunno they said maybe.
263,FRANK,"Of course they're coming, they're leaving soon. If they don't come tonight they might not see us."
264,ESTELLE,"Well they better come, I got all this Paella."
265,FRANK,"I admire Morty and Helen going to France. We should take a trip, maybe a cruise."
266,GEORGE,"Yes a cruise, a long cruise, just the two of you."
267,ESTELLE,Georgie what were you doing poking around the attic last night?
268,GEORGE,I-I wasn't in the attic.
269,ESTELLE,I heard noise.
270,GEORGE,Maybe it was a mouse.
271,FRANK,(jumping to his feet) OK that's it! We're moving!
272,GEORGE,What?
273,FRANK,I will not tolerate infestation.
274,GEORGE,You haven't even seen one.
275,FRANK,"Don't you understand the very thought, the very idea, I'll never be comfortable again."
276,ESTELLE,All right Frank that's enough. (Frank sits back down) (Rudy's Antique Boutique) (Rudy is checking out the clothes)
277,GEORGE,I guess I've been hanging on to them for so long cuz i couldn't accept the fact that Dad was really gone forever (hugs a piece of clothing)
278,RUDY,Uh huh.
279,GEORGE,They will get a good home won't they?
280,RUDY,Look I gotta be honest with you there's nothing here too spectacular.
281,GEORGE,"Oh I beg to differ. My father took great pride in his appearance, he was a very handsome man, a Casanova really."
282,RUDY,I'll give you uh two-hundred dollars for the three boxes.
283,GEORGE,Could you make it two-twenty-five that was his hi-game in bowling.
284,RUDY,Yea I'm in a good mood here.
285,GEORGE,Thank you. (Kramer enters)
286,KRAMER,"Hey, George what are you doing here?"
287,GEORGE,"Uh, I'm just selling some of Dad's things, (looking into Kramer's eyes) that's what he would have wanted."
288,KRAMER,"Oh, I gotcha (clicks)"
289,GEORGE,(leaving) That'll do.
290,KRAMER,"Oh hey guess what. Morty Seinfeld and I are going into business together, selling raincoats."
291,GEORGE,Hey that's swell.
292,KRAMER,Yea we worked it out all over dinner last night.
293,GEORGE,Dinner? (grabs Kramer)
294,KRAMER,Ya.
295,GEORGE,You had dinner with the Seinfelds?
296,KRAMER,"Yea, last night."
297,GEORGE,Was this something you had planned for a while?
298,KRAMER,No it was a spur of the moment. Well you know Morty likes to fly by the seat of his vintage pants.
299,GEORGE,"(hurriedly leaves Rudy's) They had plans, They had plans!"
300,KRAMER,"Oooo, boy I've never seen these before (looking at the clothes George just sold Rudy)"
301,RUDY,"Well they just came in, part of my spring-time cruise collection. Two for twenty-five dollars."
302,KRAMER,Oh I'll take these.
303,RUDY,All right
304,KRAMER,"Hey, remember this raincoat that you sold me?"
305,RUDY,Sure that's the Executive.
306,KRAMER,"Ya, you have any others?"
307,RUDY,I wish. They don't make 'em anymore.
308,KRAMER,"Suppose I told you I had fifty in mint condition, would you be interested?"
309,RUDY,Very interested
310,KRAMER,Cuz they're coming in from Florida as we speak.
311,RUDY,Well bring 'em in.
312,KRAMER,So you'll buy them?
313,RUDY,I don't see what would possibly stop me. (Out of one of the boxes George sold Rudy flies a couple of moths as the scene ends) (Jerry's Apartment) (George enters)
314,GEORGE,Aaaa (looking around for Jerry) aaaa (finds Jerry) Ah ha. They had plans huh? They were busy. They were busy with their (doing a little dance to make the plans seem all that important) big plans!
315,JERRY,What are you talking about?
316,GEORGE,Mom and Pop Seinfeld
317,JERRY,Look I don't know.
318,GEORGE,"All right I happen to know what they did last night, they had dinner with Kramer."
319,JERRY,Oh they were tired it was a last minute thing.
320,GEORGE,So what's the deal they don't want to have dinner with my parents?
321,JERRY,That's right.
322,GEORGE,Is there something wrong with my parents?
323,JERRY,Absolutely
324,GEORGE,Because my parents happen to be two pretty wonderful people.
325,JERRY,These the people you currently live with?
326,GEORGE,Yes.
327,JERRY,Uh huh
328,GEORGE,So are they coming tonight or not?
329,JERRY,Look I really don't know what they're plans are.
330,GEORGE,"Ok, fine. It's going to be very interesting, very interesting if they don't show up tonight. You know my mother made all this Paella."
331,JERRY,What is that anyway?
332,GEORGE,"It's a Spanish dish. It's a mélange of fish, an meat with rice. Very tasty."
333,JERRY,I-I'll tell 'em
334,GEORGE,Hey could you do one other thing for me?
335,JERRY,Name it.
336,GEORGE,You think your parents would have any objections to taking a little kid to Paris with them? (Jerry looks at him confused) It turns out that the kid's father lives in Paris. (chuckling) Is that a coincidence? (Jerry smiles) Eh you know Alec wants me to take him over there so I figure as long as they're going (claps)
337,JERRY,"So you thought as long as they're mailing postcards, it wouldn't be too much to ask my parents to drag a child who they've never seen, through the streets of Paris?"
338,GEORGE,(pause) All right if you think it's too much they don't have to mail the postcards. (Elaine's Office) (Elaine at her desk; Joanna standing near the door)
339,JOANNE,So where's he taking you?
340,ELAINE,"Well first we're going to a matinee, I'm taking the afternoon off, we're gonna go see ""My Fair Lady"" and they we are gonna go to dinner. He knows all these fantastic places."
341,JOANNE,You are one lucky girl. (Elaine laughs in happiness) Wish I could find a nice guy. (Joanne goes to leave; Aaron enters) Hi Aaron.
342,AARON,(getting up in Aaron's face) Hey Joanne. (turns to Elaine and goes over to her) Hey
343,ELAINE,(already out from behind her desk goes to Aaron) Hi (Elaine and Aaron kiss) (Enter Helen)
344,HELEN,"Hello, Hello. (Enter Morty)"
345,MORTY,Hello Elaine (Morty gives Elaine a kiss; Elaine is in shock)
346,AARON,"I was able to finagle two more tickets to ""My Fair Lady"" and I thought why not ask Morty and Helen."
347,ELAINE,"Oh, Great."
348,MORTY,(looking around) This is some office. What's the square footage?
349,HELEN,You don't mind to you Elaine?
350,ELAINE,Mind? Oh o-of course not.
351,AARON,We can make a whole day of it.
352,MORTY,"This is some building, Harry Fleming used to have an office here. There was a deli on the first floor. You don't get corned beef like that anymore. What happened to that deli?"
353,ELAINE,"(somewhat annoyed) I really don't know Mr. Seinfeld (Collection of Scenes with the music and singing from ""My Fair Lady"" over them. First the matinée where we see (from left to right) Helen, Morty, Elaine and Aaron. Morty opens a candy bar takes a bite then offers it to Elaine then Aaron who takes it as the scene changes to the Cafe 123. At the restaurant we see (from left to right) Morty, Elaine, Helen and Aaron. Morty is pointing at a painting while talking to Elaine then takes off his glasses. Next George is seen getting ready to hop into a cab when Morty, Elaine, Aaron and Helen ride by in a horse drawn carriage (Handsome Cab) drinking champagne. George then smacks the top of the cab in disgust) (song from ""My Fair Lady"") ""I could have danced all night, I could have danced all night, and still have begged for more. I could have spread my wings, and done a thousand things, I've never done before. I never know what made it so exciting, but all at once my heart would fly"" (Jerry's Apartment) (Jerry and Rachel making out on Jerry's couch)"
354,JERRY,(stopping them) We better not. (they make out some more; then stop) T-They're gonna be here any second.
355,RACHEL,When are they leaving?
356,JERRY,In two days.
357,RACHEL,It's been soo long.
358,JERRY,I know.
359,RACHEL,"Ok, it's only two more days. (They both run their hands through their hair)"
360,JERRY,"Right, Thursday three o'clock."
361,MORTY,(from outside the door; singing) I could have danced all night (entering with Helen) I could have danced all night and still have
362,HELEN,Ooh.
363,JERRY,Oh Hi.
364,HELEN,We didn't know you had company.
365,JERRY,(tucking in his shirt) Oh ya this is Rachel.
366,RACHEL,Hi.
367,HELEN & MORTY,Hello Rachel.
368,HELEN,Uh we'll come back another time.
369,JERRY,What other time?
370,HELEN,Whenever
371,JERRY,Where you goin'?
372,MORTY,Uh we'll drive around for a while.
373,JERRY,You don't have a car.
374,MORTY,We'll take a bus.
375,JERRY,Come on stop.
376,HELEN,No we don't mind
377,MORTY,I'll get a book.
378,RACHEL,"No no it's ok, I was just leaving anyway."
379,HELEN,O-oh are you sure?
380,RACHEL,Yea.
381,HELEN,Cuz we don't wann..
382,JERRY,(interrupting) No no it's ok. (walking Rachel out) So we'll go see Schindler's List later right?
383,RACHEL,Definitely
384,JERRY,Ok.Uh
385,RACHEL,(going out the door) It's night meeting you.
386,HELEN,Nice meeting you.
387,JERRY,"Ok, see you later."
388,MORTY,Boy that was some show.
389,JERRY,What show?
390,MORTY,"""My Fair Lady"""
391,JERRY,When did you get tickets to see that?
392,HELEN,"Aaron surprised us, and Elaine came."
393,JERRY,Oh (laughing) Elaine really? Well that sounds interesting.
394,MORTY,We saw Regis Philbin get out of a limousine.
395,JERRY,Oh.
396,HELEN,He looks better on TV.
397,JERRY,Oh (Phone rings)
398,JERRY,(answering phone) Hello? (Jack Klompus in Florida)
399,JACK,"Hello Jerry,"
400,JERRY,Yea.
401,JACK,It's Jack Klompus.
402,JERRY,Oh hi Jack.
403,JACK,So when are you coming down to Florida again?
404,JERRY,As soon as is humanly possible.
405,JACK,"You know I still got that pen, the one that writes upside down."
406,JERRY,Yea yea ya I shoulda kept it.
407,JACK,So uh where's your father?
408,JERRY,Ya he's right here. (Jerry hands Morty the phone)
409,MORTY,Yea
410,JACK,"Morty, listen I can't get into the garage."
411,MORTY,What do you mean?
412,JACK,There is something wrong with the key. The key doesn't work
413,MORTY,You gotta jiggle it a little bit. I jiggled it. I jiggled it for fifteen minutes. (Doris enters the scene with Jack)
414,DORIS,Tell him to come down here and get his own packages. You have nothing better to do then worry about his boxes.
415,MORTY,You gotta pull on the knob as you turn it.
416,JACK,Get the hell outta here with your knob.
417,DORIS,What does he want from you?
418,MORTY,My idiot son could open that garage door.
419,JERRY,What did I do?
420,MORTY,Just do it first thing tomorrow. I need it. (Jack is seen hanging up his phone)
421,MORTY,They'll be here first thing Thursday morning.
422,HELEN,Thursday morning? You know we're leaving at three o'clock.
423,JERRY,(in a hurry) Yea you're leaving at three o'clock.
424,HELEN,How are you gonna get all this done in time?
425,MORTY,Don't worry about it.
426,JERRY,"(in a hurry) Ya how you gonna get all this done in time? (Costanza House) (George, Estelle and Frank all standing in the kitchen)"
427,GEORGE,They were drinking champagne in a buggy!
428,FRANK,"First Kramer, then Elaine?"
429,GEORGE,Yea
430,FRANK,It's a slap in the face.
431,ESTELLE,(with her arms out in wonder) What did we ever do to them? (George puts his arms out and imitates Estelle as she moves her arms up and down as she speaks) I want to know what we did them!
432,FRANK,"What are they too good for us? A raincoat salesman, I could buy and sell 'em like that. (Frank leaves the kitchen and moves into the living room)"
433,ESTELLE,The hell with them.
434,GEORGE,"(in the threshold between the living room and the kitchen) The thing that bothers me the most, is the lying. (George and Estelle move their way into the living room)"
435,FRANK,Let's forget about it. We're going on a beautiful vacation. (sits down in his chair)
436,GEORGE,(sitting down) Vacation?
437,FRANK,You're mother and I are planning on taking a cruise. (Estelle is already sitting next to George on the couch)
438,GEORGE,(claps all happy) AH! (half hugs Estelle)
439,FRANK,But I can't find any vacation clothes. They were in the attic.
440,GEORGE,The attic? Y-you haven't wore any of those clothes for years.
441,FRANK,"How can I go on a cruise with out my cabana wear? I love those, those clothes. (Looks down yells) AH! (jumps out of his chair) A mouse! I saw a mouse! (takes off into another room with glass doors on it and shuts the door)"
442,GEORGE,(picking up what Frank saw as a mouse) It's the remote.
443,FRANK,(looking from the room; you can see him through the glass) Where the hell are my clothes? I love those clothes. (Ally outside Rudy's) (Rudy has a gasoline bottle and is burning some clothes)
444,RUDY,"Lousy moth ridden crap. (Median Monologue) I-I-I'm not crazy about used clothes. I mean they call it vintage, you know to take your mind off of what it really is 'nasty wear.' Oh it's clean you know people wear underwear, ya well they don't wear iron underwear and that's what it's gonna take to get me in those clothes. I mean I'll move into an apartment after a strange person moves out, why would I wanna move into somebody's pants? There is no vintage underwear of course, but it's not because the guy couldn't sell his underwear, it's because men wear their underwear until it absolutely disintegrates. Men hang on to underwear until, until each individual underwear molecule is so strained it can barely retain the properties of a solid. It actually becomes underwear vapor. W-we don't even throw it out, we just open a window and it goes out like dandelion spoors. That's how men throw out underwear we just go (blows on the mic) and it's gone that it is jus. Schindler's List) (Schindler's List is playing as Jerry and Rachel are making out. Newman is then seen disgusted by this display) (Jerry's Apartment) (Jerry Enters; Morty and Helen are sitting at the table with a map out)"
445,JERRY,Hey.
446,MORTY,"Hey, Jerry."
447,HELEN,So how was the movie?
448,JERRY,"Oh, really good, really good."
449,HELEN,And didn't the three hours go by just like that (snaps her fingers)
450,JERRY,Like that (snaps his fingers)
451,MORTY,"What about the end, with the list?"
452,JERRY,Ya that was some list.
453,HELEN,What did you think about the black and white?
454,JERRY,(confused) The black and white.
455,MORTY,The whole movie was in black and white.
456,JERRY,"Oh yea, I didn't even realize."
457,MORTY,"You don't even think about it, there's so much going on."
458,JERRY,"Ya ya, I tell ya I could see it again. (Rudy's Antique Boutique)"
459,KRAMER,"So Klompus has the key, but the jerk couldn't open it up. All you gotta do it jiggle it (has is hand out jiggling) jus get it in there (jiggling making a bunch of noises) jigg jigg jiggle reiggle"
460,RUDY,"Look, I find this whole thing very uninteresting. When you get the coats come in. KRAMER; Ya hey I'm on your side. (George enters)"
461,KRAMER,Hey what again?
462,GEORGE,I'm trying to buy some of the clothes back. (realizing something) Hey you wanna come over for dinner tonight? My mother made all this extra Paella.
463,KRAMER,"Payaya, ya I'll be there."
464,GEORGE,Apparently the Seinfelds' are too good for us. I shouldn't say anything bad about your uh your partner.
465,KRAMER,No no you know we're not partners. I only get twenty-five percent.
466,GEORGE,Twenty-five percent? It was your idea.
467,KRAMER,Yap I know.
468,GEORGE,You're doing all the leg work.
469,KRAMER,That's right
470,GEORGE,He's ripping you off
471,KRAMER,You're right he's ripping me off
472,GEORGE,If anybody should be getting more it's you.
473,KRAMER,He's ripping me off
474,GEORGE,Well don't let him take advantage of you like that.
475,KRAMER,YAH! (exits)
476,RUDY,(coming out of the back-room noticing George) Oh it's you? You're the one who sold me the moth ridden cabana crap. (Jerry's Apartment) (Morty coming out of the bathroom)
477,MORTY,"You know I've been thinking, why is Kramer getting twenty-five percent?"
478,HELEN,Well he told you about the place.
479,MORTY,"So what, why is that worth twenty-five percent? It's a finders fee. You know what a finders fee is?"
480,HELEN,You find something you get a fee.
481,MORTY,Finder's fee is ten percent and no more.
482,HELEN,Well it's too late now.
483,MORTY,"Those are my coats. I saved them, I stored them, I've been waiting years for this pay off."
484,HELEN,Well you're not gonna say anything. (Kramer enters)
485,KRAMER,I've been thinking about something.
486,MORTY,Ya so have I
487,KRAMER,Ahh! I don't think the deal is fair.
488,MORTY,You don't think it's fair.
489,KRAMER,"No no, I found the place, I set the whole thing up, I'm doing all the leg work."
490,MORTY,What leg work?
491,KRAMER,"Oh, there's leg work."
492,MORTY,If anything you're getting too much.
493,KRAMER,Too much?!
494,MORTY,"That's right, they're my coats."
495,KRAMER,Look I want thirty-five percent.
496,MORTY,I'm thinking more like fifteen.
497,KRAMER,No way I'm taking fifteen.
498,MORTY,Well you're not getting thirty-five.
499,KRAMER,Alright let's compromise. Twenty-five percent.
500,MORTY,Ok it's a deal (They shack hands.) (Rudy's Antique Boutique)
501,RUDY,"Moths are a discourage to my business, all it takes is one moth to lay eggs. You know what happens to the larvae? They hatch and they're everywhere."
502,GEORGE,"I'm sorry, umm he-here's your money back (gives Rudy the money back) I-I-I'll have the clothes."
503,RUDY,(counting the money to make sure it's all there) It's already put a dent in my fumigation bill.
504,GEORGE,So uh where are the clothes?
505,RUDY,I burned 'em.
506,GEORGE,Oh. That's good. (Monk's) (Jerry and Elaine sitting in the booth)
507,ELAINE,"N-I know they're your parents Jerry an' they're very nice people. But don't you think it's odd, that a thirty-five year old man is going to these lengths to see that someone else's parents are enjoying themselves? I mean don't you find that abnormal?"
508,JERRY,It is a tad askew.
509,ELAINE,I mean they're your parents and you don't do anything. So why is this stranger doing it?
510,JERRY,I've hardly been out to dinner with them.
511,ELAINE,"See, See, I can't even say anything you know because all he's really doing is being nice but but nobody is this nice, this is like certifiably nice."
512,JERRY,You're right he's insane.
513,ELAINE,"Yes, he's insane, that's what I think."
514,JERRY,So what are you going to do?
515,ELAINE,"I don't know, I don't know what to do. (sighs) Oh god.... so how was the movie?"
516,JERRY,Uh from what I saw it was pretty good.
517,ELAINE,Ya what do you mean from what you saw?
518,JERRY,Well I um I didn't ah actually get to see the whole movie.
519,ELAINE,Yea why not?
520,JERRY,I was kind of um (pauses) making out.
521,ELAINE,"(thinks for a second) You were making, out during Schindler's List?"
522,JERRY,"I couldn't help it. We hadn't been alone in a long time, it just got the better of me."
523,ELAINE,During Schindler's List?
524,JERRY,(trying to justify it) We're both living with our parents.
525,ELAINE,Did anybody see you? Did anyone say anything?
526,JERRY,No I don't think so. I saw Newman as I was leaving but see me.
527,ELAINE,Oh. (Jerry's Apartment) (A knock at the door prior to the reveal of Jerry's apartment; Morty is sitting at the table Helen closes the refrigerator to answer the door; Newman is revealed in his full Newman)
528,NEWMAN,Hello Mrs. Seinfeld
529,HELEN,"(like Jerry) Hello, Newman. Jerry's not here. (goes to shut the door on him)"
530,NEWMAN,"Uh ah (stops her from closing the door; walks in) Having a nice trip? (walks over, grabs a junior mint, smells it then puts it in his pocket)"
531,HELEN,"Wonderful, we went to the theater last night."
532,NEWMAN,Oh the theater. Because I was wondering.
533,HELEN,Wondering what?
534,NEWMAN,Why I didn't see you at Schindler's List with Jerry.
535,HELEN,Well we already saw it.
536,NEWMAN,"Oh, well it's a good thing for Jerry that you didn't go."
537,MORTY,(getting up from the table and coming over) Why is that?
538,NEWMAN,Well he really seemed to have his hands full if you know what I mean.
539,HELEN,I'm afraid I don't.
540,NEWMAN,Him and his little buxom friend Rachel were going at it pretty good in the balcony.
541,MORTY,What?
542,NEWMAN,"What, do I have to spell it out for ya? He was moving on her like the storm-troopers into Poland."
543,HELEN,Jerry was necking during Schindler's List?
544,NEWMAN,Yes! A more offensive spectacle I cannot recall. Anyway I just really came up to get some detergent.
545,HELEN,Jerry sends his laundry out.
546,NEWMAN,"(laughing) Oh ho right. Well very nice seeing you folks and a by the way you didn't hear this from me. Tata (runs down the hallway laughing) (Helen closes the door and looks at Morty in disgust) (Jerry's Apartment-Later that day) (Jerry enters; Morty is sitting on the couch writing, Helen is in the bathroom)"
547,JERRY,Hi (takes off his coat and puts it on the counter at which point his parents are both right by him as he goes into the refrigerator. He grabs a drink then turns around to see his parents right there) What? What did I do?
548,HELEN,How could you?
549,JERRY,How could I what?
550,HELEN,You were making out during Schindler's List?
551,JERRY,What? No.
552,MORTY,Don't lie Jerry.
553,JERRY,(turns) Newman.
554,HELEN,How could you do such a thing?
